country_code,region_country_area,year,series,value,notes,source
419,Latin America & the Caribbean,2019,Total refugees and people in refugee-like situations (number),220962.0,,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2024."
419,Latin America & the Caribbean,2019,"Asylum seekers, including pending cases (number)",759306.0,,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2024."
419,Latin America & the Caribbean,2019,Other of concern to UNHCR (number),12450136.0,Including Venezuelans displaced abroad.,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2024."
419,Latin America & the Caribbean,2019,Total population of concern to UNHCR (number),13430404.0,,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2024."
419,Latin America & the Caribbean,2020,International migrant stock: Both sexes (number),14794623.0,,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2022."
419,Latin America & the Caribbean,2020,International migrant stock: Both sexes (% total population),2.3,,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2022."
419,Latin America & the Caribbean,2020,International migrant stock: Male (% total Population),2.3,,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2022."
419,Latin America & the Caribbean,2020,International migrant stock: Female (% total Population),2.2,,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2022."
29,Caribbean,2005,International migrant stock: Both sexes (number),1275731.0,,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2022."
29,Caribbean,2005,International migrant stock: Both sexes (% total population),3.2,,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2022."
29,Caribbean,2005,International migrant stock: Male (% total Population),3.3,,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2022."
29,Caribbean,2005,International migrant stock: Female (% total Population),3.1,,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2022."
29,Caribbean,2010,International migrant stock: Both sexes (number),1338893.0,,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2022."
29,Caribbean,2010,International migrant stock: Both sexes (% total population),3.2,,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2022."
29,Caribbean,2010,International migrant stock: Male (% total Population),3.4,,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2022."
29,Caribbean,2010,International migrant stock: Female (% total Population),3.1,,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2022."
29,Caribbean,2015,International migrant stock: Both sexes (number),1501081.0,,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2022."
29,Caribbean,2015,International migrant stock: Both sexes (% total population),3.5,,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2022."
29,Caribbean,2015,International migrant stock: Male (% total Population),3.8,,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2022."
29,Caribbean,2015,International migrant stock: Female (% total Population),3.3,,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2022."
29,Caribbean,2020,International migrant stock: Both sexes (number),1605148.0,,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2022."
29,Caribbean,2020,International migrant stock: Both sexes (% total population),3.7,,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2022."
29,Caribbean,2020,International migrant stock: Male (% total Population),4.0,,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2022."
29,Caribbean,2020,International migrant stock: Female (% total Population),3.4,,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2022."
420,Latin America,2022,Total refugees and people in refugee-like situations (number),281732.0,,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2024."
420,Latin America,2022,"Asylum seekers, including pending cases (number)",1217491.0,,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2024."
420,Latin America,2022,Other of concern to UNHCR (number),16296511.0,,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2024."
420,Latin America,2022,Total population of concern to UNHCR (number),17795729.0,,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2024."
13,Central America,2005,International migrant stock: Both sexes (number),1378041.0,,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2022."
